kind,name,weight,data_date
industry,資訊技術,80.09,2026/07/31
industry,一般型ETF,5.24,2026/07/31
industry,通訊服務,2.72,2026/07/31
industry,工業,2.55,2026/07/31
industry,商品型ETF,0.52,2026/07/31
industry,原材料,0.27,2026/07/31
holding,台積電,4.92,2026/07/31
holding,超微半導體公司,4.51,2026/07/31
holding,美光科技公司,4.32,2026/07/31
holding,應用材料,3.7,2026/07/31
holding,愛德萬測試,3.01,2026/07/31
holding,博通公司,2.98,2026/07/31
holding,輝達,2.92,2026/07/31
holding,ALPHABET 公司,2.72,2026/07/31
holding,台光電,2.68,2026/07/31
holding,魯門特姆控股公司,2.6,2026/07/31
