kind,name,weight,data_date
industry,工業,43.3,2026/07/31
industry,資訊技術,41.53,2026/07/31
industry,現金,7.28,2026/07/31
industry,醫療保健,5.5,2026/07/31
industry,非核心消費,1.54,2026/07/31
industry,通訊服務,0.85,2026/07/31
holding,FUJI CORP,3.99,2026/07/31
holding,HARMONIC DRIVE SYSTEMS INC,3.25,2026/07/31
holding,Infineon Technologies AG,2.82,2026/07/31
holding,ILLUMINA INC,2.76,2026/07/31
holding,TERADYNE INC,2.62,2026/07/31
holding,EMERSON ELECTRIC CO,2.49,2026/07/31
holding,台達電,2.3,2026/07/31
holding,Rockwell Automation Inc,2.25,2026/07/31
holding,FANUC CORP,2.16,2026/07/31
holding,Renishaw plc,2.12,2026/07/31
