kind,name,weight,data_date
industry,金融,23.3,2026/07/31
industry,工業,17.7,2026/07/31
industry,資訊科技,11.6,2026/07/31
industry,醫療保健,10.0,2026/07/31
industry,非日常生活消費品,8.7,2026/07/31
industry,日常消費品,8.3,2026/07/31
industry,原材料,5.9,2026/07/31
industry,公用事業,5.7,2026/07/31
industry,能源,4.5,2026/07/31
industry,流動性資產,2.6,2026/07/31
industry,通訊服務,1.7,2026/07/31
holding,ASML HOLDING NV,5.28,2026/07/31
holding,NESTLE SA-REG,3.22,2026/07/31
holding,BANCO SANTANDER SA,3.07,2026/07/31
holding,ALLIANZ SE REG,2.88,2026/07/31
holding,SHELL PLC-NEW,2.84,2026/07/31
holding,SAFRAN SA,2.42,2026/07/31
holding,CARLSBERG A/S - B,2.23,2026/07/31
holding,ING GROEP N.V.,2.04,2026/07/31
holding,UNICREDIT SPA,1.99,2026/07/31
holding,RIO TINTO PLC (REG),1.88,2026/07/31
