kind,name,weight,data_date
industry,半導體業,48.66,2026/07/31
industry,電子零組件業,29.67,2026/07/31
industry,電腦及週邊設備,7.2,2026/07/31
industry,其他電子業,5.66,2026/07/31
industry,流動資金,5.53,2026/07/31
industry,通信網路業,1.89,2026/07/31
industry,化學工業,0.99,2026/07/31
industry,鋼鐵工業,0.17,2026/07/31
industry,其他產業,0.12,2026/07/31
industry,電機機械,0.11,2026/07/31
holding,台積電,8.22,2026/07/31
holding,旺矽,7.61,2026/07/31
holding,台光電,5.64,2026/07/31
holding,欣興,4.52,2026/07/31
holding,台燿,4.26,2026/07/31
holding,創意,4.22,2026/07/31
holding,聯電,4.17,2026/07/31
holding,奇鋐,3.89,2026/07/31
holding,穎崴,3.87,2026/07/31
holding,國巨*,3.38,2026/07/31
