kind,name,weight,data_date
industry,電子零組件業,46.5,2026/07/31
industry,半導體業,31.8,2026/07/31
industry,通信網路業,8.3,2026/07/31
industry,光電業,3.5,2026/07/31
industry,電腦及週邊設備業,3.0,2026/07/31
industry,其它電子業,2.9,2026/07/31
industry,流動資產,2.6,2026/07/31
industry,電子通路業,1.0,2026/07/31
industry,化學工業,0.4,2026/07/31
holding,川湖,9.01,2026/07/31
holding,台光電,8.36,2026/07/31
holding,健策,7.69,2026/07/31
holding,台積電,7.28,2026/07/31
holding,欣興,6.0,2026/07/31
holding,聯發科,5.09,2026/07/31
holding,鴻勁,4.76,2026/07/31
holding,聯亞,4.37,2026/07/31
holding,旺矽,4.22,2026/07/31
holding,台達電,3.9,2026/07/31
