kind,name,weight,data_date
industry,景氣循環性消費,39.1,2026/07/31
industry,工業,16.7,2026/07/31
industry,金融,16.4,2026/07/31
industry,資訊科技,9.6,2026/07/31
industry,醫療保健,4.8,2026/07/31
industry,民生必需品消費,4.8,2026/07/31
industry,現金及約當現金,4.1,2026/07/31
industry,原物料,2.9,2026/07/31
industry,通訊,1.8,2026/07/31
holding,TVS MOTOR CO LTD,9.93,2026/07/31
holding,ICICI BANK LTD,7.79,2026/07/31
holding,MARUTI SUZUKI INDIA LTD,7.23,2026/07/31
holding,AVENUE SUPERMARTS LTD,3.94,2026/07/31
holding,ETHOS LTD,3.67,2026/07/31
holding,RR KABEL LTD,3.2,2026/07/31
holding,ETERNAL LTD,3.19,2026/07/31
holding,REDTAPE LTD/INDIA,3.16,2026/07/31
holding,NEULAND LABORATORIES LTD,2.87,2026/07/31
holding,LARSEN & TOUBRO LTD,2.79,2026/07/31
