kind,name,weight,data_date
industry,基金,24.49,2026/07/31
industry,平衡型股債混合ETF,19.76,2026/07/31
industry,公司債ETF,12.54,2026/07/31
industry,核心成長配置ETF,10.62,2026/07/31
industry,大型股股票型ETF,9.11,2026/07/31
industry,全球股票型ETF,7.99,2026/07/31
industry,其他ETF,7.52,2026/07/31
industry,資訊科技股票ETF,4.61,2026/07/31
industry,約當現金,3.36,2026/07/31
holding,iShares核心40/60適度配置ETF,19.76,2026/07/31
holding,富蘭克林華美多重資產收益基金-A累積型(美元)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),12.75,2026/07/31
holding,iShares核心80/20積極配置ETF,10.62,2026/07/31
holding,富蘭克林華美亞太平衡基金-累積型(美元)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),10.24,2026/07/31
holding,iShares iBoxx非投資等級公司債券ETF,9.45,2026/07/31
holding,Vanguard全世界股票ETF,7.99,2026/07/31
holding,VanEck半導體ETF,4.61,2026/07/31
holding,iShares納斯達克30大股票ETF,4.59,2026/07/31
holding,元大台灣卓越50基金,3.79,2026/07/31
holding,State Street SPDR彭博可轉換證券ETF,3.73,2026/07/31
