kind,name,weight,data_date
industry,資訊技術,52.08,2026/07/31
industry,工業,20.49,2026/07/31
industry,醫療保健,8.14,2026/07/31
industry,非核心消費,6.27,2026/07/31
industry,通訊服務,4.57,2026/07/31
industry,能源,1.88,2026/07/31
industry,核心消費,1.4,2026/07/31
industry,金融,1.2,2026/07/31
holding,CCC INTELLIGENT SOLUTIONS HO,1.91,2026/07/31
holding,OCEANEERING INTL INC,1.88,2026/07/31
holding,"ILLUMINA, INC.",1.85,2026/07/31
holding,Palo Alto Networks Inc,1.74,2026/07/31
holding,"SENTINELONE, INC.",1.7,2026/07/31
holding,"CLOUDFLARE, INC.",1.7,2026/07/31
holding,APPIAN CORP CL A CMN,1.7,2026/07/31
holding,WORKDAY INC-CLASS A,1.62,2026/07/31
holding,"UIPATH, INC.",1.6,2026/07/31
holding,NICE LTD ADS,1.57,2026/07/31
