kind,name,weight,data_date
industry,科技,55.48,2026/07/31
industry,週期性消費,10.65,2026/07/31
industry,金融,10.6,2026/07/31
industry,通訊,10.07,2026/07/31
industry,工業,4.34,2026/07/31
industry,基本物料,3.54,2026/07/31
industry,現金及其等價物,2.59,2026/07/31
industry,非週期性消費,1.25,2026/07/31
industry,能源,0.94,2026/07/31
industry,其他,0.54,2026/07/31
holding,TAIWAN SEMICONDUCTOR MFG CO. LTD,20.59,2026/07/31
holding,TENCENT HLDGS LTD HKD0.0002,7.81,2026/07/31
holding,ALIBABA GROUP HOLDING LTD,5.7,2026/07/31
holding,MEDIATEK INC,3.41,2026/07/31
holding,ASE TECHNOLOGY HOLDING CO LTD,2.46,2026/07/31
holding,UNIMICRON TECHNOLOGY CORPORATION,2.39,2026/07/31
holding,ASPEED TECHNOLOGY INC,2.28,2026/07/31
holding,CHROMA ATE INC,2.22,2026/07/31
holding,ELITE MATERIAL CO LTD,2.05,2026/07/31
holding,ZIJIN MINING GROUP COMPANY LIMITED H SHARES,1.68,2026/07/31
