kind,name,weight,data_date
industry,工業,20.53,2026/07/31
industry,房地產,14.45,2026/07/31
industry,金融,9.19,2026/07/31
industry,通訊服務,8.57,2026/07/31
industry,原材料,8.04,2026/07/31
industry,資訊技術,7.19,2026/07/31
industry,醫療保健,5.44,2026/07/31
industry,核心消費,4.94,2026/07/31
industry,非核心消費,4.79,2026/07/31
holding,納文氟化國際有限公司,8.04,2026/07/31
holding,宏觀科技開發商有限公司,7.55,2026/07/31
holding,MTAR TECHNOLOGIES LTD,7.39,2026/07/31
holding,斯德雷特科技有限公司,7.19,2026/07/31
holding,喜馬偕爾未來通訊有限公司,6.62,2026/07/31
holding,CUMMINS INDIA LTD,5.45,2026/07/31
holding,RADICO KHAITAN LTD,4.94,2026/07/31
holding,Anant Raj Ltd,4.74,2026/07/31
holding,ICICI BANK LTD,4.36,2026/07/31
holding,ideaForge Technology Ltd,3.99,2026/07/31
