kind,name,weight,data_date
industry,工業,25.4,2026/06/30
industry,資訊科技,24.0,2026/06/30
industry,循環消費,16.9,2026/06/30
industry,金融,16.4,2026/06/30
industry,醫療保健,5.4,2026/06/30
industry,原物料,4.2,2026/06/30
industry,民生消費,2.9,2026/06/30
industry,通訊服務,2.8,2026/06/30
industry,其他,2.1,2026/06/30
holding,MITSUBISHI UFJ FINANCIAL GRO,6.3,2026/06/30
holding,TOKYO ELECTRON LTD,5.5,2026/06/30
holding,MIZUHO FINANCIAL GROUP INC,4.5,2026/06/30
holding,ADVANTEST CORP,3.7,2026/06/30
holding,KIOXIA HOLDINGS CORP,3.5,2026/06/30
holding,ITOCHU CORP,3.0,2026/06/30
holding,SUMITOMO ELECTRIC INDUSTRIES,3.0,2026/06/30
holding,SONY GROUP CORP,2.9,2026/06/30
holding,RECRUIT HOLDINGS CO LTD,2.8,2026/06/30
holding,HITACHI LTD,2.7,2026/06/30
