kind,name,weight,data_date
industry,半導體,38.37,2026/07/31
industry,其他產業,13.6,2026/07/31
industry,互動式媒體及服務,9.69,2026/07/31
industry,半導體材料及設備,8.97,2026/07/31
industry,系統軟體,8.51,2026/07/31
industry,"科技硬體,儲存及週邊",6.91,2026/07/31
industry,網路服務和基礎設施,5.88,2026/07/31
industry,應用軟體,4.97,2026/07/31
industry,通訊設備,2.43,2026/07/31
industry,現金及約當現金,0.66,2026/07/31
holding,輝達 (美國 半導體及半導體設備) NVIDIA CORP,8.11,2026/07/31
holding,博通公司 (美國 半導體及半導體設備) BROADCOM INC,6.43,2026/07/31
holding,Alphabet公司 (美國 媒體與娛樂) ALPHABET INC,5.73,2026/07/31
holding,台積電 (台灣 半導體及半導體設備) TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,5.57,2026/07/31
holding,美光科技公司 (美國 科技) MICRON TECHNOLOGY INC,4.24,2026/07/31
holding,亞馬遜公司 (美國 非核心消費經銷及零售) AMAZON.COM INC,4.16,2026/07/31
holding,微軟 (美國 軟體服務業) MICROSOFT CORP,4.03,2026/07/31
holding,蘋果公司 (美國 科技硬體與設備) APPLE INC,3.98,2026/07/31
holding,超微半導體 (美國 半導體及半導體設備) ADVANCED MICRO DEVICES INC,3.57,2026/07/31
holding,Meta平台公司 (美國 媒體與娛樂) META PLATFORMS INC,3.27,2026/07/31
