kind,name,weight,data_date
industry,黃金,92.4,2026/06/30
industry,白銀,6.67,2026/06/30
industry,現金及衍生性商品,0.88,2026/06/30
industry,銅,0.05,2026/06/30
holding,BARRICK MINING CORP,8.14,2026/06/30
holding,AGNICO EAGLE MINES LTD (ONTARIO),6.56,2026/06/30
holding,NEWMONT CORPORATION,5.9,2026/06/30
holding,ANGLOGOLD ASHANTI PLC,5.78,2026/06/30
holding,WHEATON PRECIOUS METALS CORP,5.78,2026/06/30
holding,FRANCO-NEVADA CORP,4.7,2026/06/30
holding,NORTHERN STAR RESOURCES LTD,4.64,2026/06/30
holding,ENDEAVOUR MINING PLC,4.37,2026/06/30
holding,KINROSS GOLD CORP,4.0,2026/06/30
holding,ALAMOS GOLD INC,3.97,2026/06/30
