kind,name,weight,data_date
industry,金融,38.13,2026/07/31
industry,資訊技術,33.75,2026/07/31
industry,公共事業,5.77,2026/07/31
industry,通訊服務,5.62,2026/07/31
industry,流動資產,4.65,2026/07/31
industry,核心消費品,4.17,2026/07/31
industry,非核心消費品,2.75,2026/07/31
industry,醫療保健,2.19,2026/07/31
industry,工業,1.82,2026/07/31
industry,其他,1.14,2026/07/31
holding,OVERSEA-CHINESE BANKING CORP-SGP,11.87,2026/07/31
holding,DBS GROUP HOLDINGS LTD-SGP,11.64,2026/07/31
holding,SINGAPORE TELECOMMUNICATIONS-SGP,5.62,2026/07/31
holding,GULF DEVELOPMENT PCL-NVDR-THA,3.82,2026/07/31
holding,UNITED OVERSEAS BANK LTD-SGP,3.59,2026/07/31
holding,DELTA ELECTRONICS THAI-NVDR-THA,3.59,2026/07/31
holding,MICRON TECHNOLOGY INC-USA,3.52,2026/07/31
holding,台積電,3.42,2026/07/31
holding,台光電,3.34,2026/07/31
holding,SHENG SIONG GROUP LTD-SGP,2.94,2026/07/31
