rank,category_name,name,moneydj_id,twelve_data_symbol,benchmark,distribution,daily_change,return_1m,return_3m,momentum_6m,return_1y,momentum_acceleration,benchmark_return_1y,excess_return_1y,sharpe,max_drawdown,recovery_days,score,signal,status,data_source,data_date
1,能源,統一新亞洲科技能源基金,ACPS26-5816,,XLE,否,1.71,-0.69,-23.50,41.26,116.54,-130.34,50.18,66.36,0.530,-36.61,,2.165,買進,沿用上次資料（2026-08-25）,合庫 MoneyDJ 公開網頁（爬蟲）,2026-08-25
2,能源,中國信託臺灣綠能及電動車ETF基金(本基金非屬環境、社會及治理相關主題基金),ACDS101,,XLE,否,1.58,7.72,3.91,43.27,77.81,-60.00,41.40,36.41,0.820,-21.24,,1.633,買進,沿用上次資料（2026-08-26）,合庫 MoneyDJ 公開網頁（爬蟲）,2026-08-26
3,能源,德銀遠東DWS全球原物料能源基金,ACFE06-8704,,XLE,否,0.11,1.02,9.15,4.61,35.29,28.84,12.73,22.56,0.520,-11.56,38.0,0.671,買進,沿用上次資料（2026-08-25）,合庫 MoneyDJ 公開網頁（爬蟲）,2026-08-25
4,能源,安聯全球綠能趨勢基金-A累積型(台幣),ACDD15-8608,,XLE,否,-0.62,-4.28,-7.66,6.71,25.04,-5.23,6.06,18.98,0.390,-10.11,9.0,0.535,買進,沿用上次資料（2026-08-24）,合庫 MoneyDJ 公開網頁（爬蟲）,2026-08-24
