rank,category_name,name,moneydj_id,twelve_data_symbol,benchmark,distribution,daily_change,return_1m,return_3m,momentum_6m,return_1y,momentum_acceleration,benchmark_return_1y,excess_return_1y,sharpe,max_drawdown,recovery_days,score,signal,status,data_source,data_date
1,韓國,利安資金韓國基金(美元),LIC04,,EWY,否,0.57,-2.81,-14.06,50.38,135.82,-79.95,124.35,11.47,0.680,-37.01,,1.928,買進,沿用上次資料（2026-08-25）,合庫 MoneyDJ 公開網頁（爬蟲）,2026-08-25
2,韓國,霸菱韓國基金-A類美元累積型,PLZ19,,EWY,否,2.90,-2.06,-17.41,33.62,108.83,-57.85,124.35,-15.52,0.610,-36.97,,1.206,觀察,沿用上次資料（2026-08-25）,合庫 MoneyDJ 公開網頁（爬蟲）,2026-08-25
3,韓國,摩根南韓基金數位級別(美元)(累計),JFZP9,,EWY,否,0.93,-1.06,-12.44,29.75,89.38,-43.28,124.35,-34.97,0.620,-32.76,,0.802,觀察,沿用上次資料（2026-08-25）,合庫 MoneyDJ 公開網頁（爬蟲）,2026-08-25
