rank,category_name,name,moneydj_id,twelve_data_symbol,benchmark,distribution,daily_change,return_1m,return_3m,momentum_6m,return_1y,momentum_acceleration,benchmark_return_1y,excess_return_1y,sharpe,max_drawdown,recovery_days,score,signal,status,data_source,data_date
1,歐洲,富邦富時歐洲ETF基金,ACFP93,,VGK,否,0.07,-4.04,0.83,7.83,20.51,20.77,6.65,13.86,0.420,-9.54,55.0,0.458,買進,沿用上次資料（2026-08-25）,合庫 MoneyDJ 公開網頁（爬蟲）,2026-08-25
2,歐洲,摩根大歐洲基金-數位型,ACJF153,,VGK,否,0.59,-4.77,-0.19,6.10,18.81,15.01,5.29,13.52,0.370,-9.40,55.0,0.411,買進,沿用上次資料（2026-08-25）,合庫 MoneyDJ 公開網頁（爬蟲）,2026-08-25
3,歐洲,元大歐洲50基金,ACYT89,,VGK,否,0.11,-4.58,0.96,10.40,17.29,11.61,6.49,10.80,0.370,-11.01,43.0,0.404,買進,沿用上次資料（2026-08-25）,合庫 MoneyDJ 公開網頁（爬蟲）,2026-08-25
